discovery_id,grounded_statement_id,notice_id,opportunity_title,source_file,source_statement,reason,suggested_context,status,created_at
OPDISC-000011,GSTMT-000029,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_4.bin,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000012,GSTMT-000030,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_5.bin,"We are currently in the process of preparing our proposal for the Selective Service System Website Modernization Requirement, Solicitation Number 90MC0026R0004.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000013,GSTMT-000031,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_5.bin,"As part of our proposal, we have listed you as a reference on our performance for this type of service with your agency under the previous/current contract listed below.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000014,GSTMT-000035,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_6.bin,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 2.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000015,GSTMT-000036,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_6.bin,ADMINISTERED BY (If other than Item 6) CODE 8.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000016,GSTMT-000037,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_6.bin,AMENDMENT OF SOLICITATION NUMBER 9B.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000017,GSTMT-000038,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_6.bin,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000018,GSTMT-000043,4238a30a23b544cf94743e18c87feccb,Selective Service System Website Modernization,4238a30a23b544cf94743e18c87feccb_6.bin,"If by virtue of this amendment you desire to change an offer already submitted, such change may be made by letter or electronic communication, provided each letter or electronic",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000019,GSTMT-000044,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_1.bin,"This is a non-personal services contract under which the personnel rendering the service(s) are not subject, either by the contract's terms or by the manner of its administration, to the supervision and control usually prevailing in relationships between the Government and its employees.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000020,GSTMT-000046,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_1.bin,The United States (U.S.) Government shall not exercise any supervision or control over the Contractor’s employees performing the tasks herein.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000021,GSTMT-000047,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_1.bin,"Such contract employees shall be accountable solely to the Contractor who, in turn shall be responsible to the U.S.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000022,GSTMT-000048,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_1.bin,The Contractor shall always maintain an adequate workforce for performance of all tasks defined within this Performance Work Statement (PWS).,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000023,GSTMT-000049,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_1.bin,"Unless otherwise specified, the Contractor's shall complete the services daily and be readily available for emergency support.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000024,GSTMT-000051,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_1.bin,"Further consideration must be given for nationalities that are allowed to work within the Panama City, Panama/ Joint Security Cooperation Group- Panama (JSCG-P), due to limitations imposed by the local Government on the number of specific nationalities which are allowed to work within the country at any given time.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000025,GSTMT-000052,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_2.bin,"This requirement is for base life support services at Cristobal Colon, formerly known as Fort Sherman, Panama.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000026,GSTMT-000053,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_2.bin,bulk fuel operations (limited to generators supporting site power requirements);,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000027,GSTMT-000055,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_2.bin,2.1 You are invited to submit a quote/offer in response to Solicitation W912CL-26-R- A004 by 15:00 PM CST on 24 June 2026.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000028,GSTMT-000065,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,The following factors shall be used to evaluate quotes:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000029,GSTMT-000073,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,"If an offeror fails to meet all solicitation requirements, the Government may not make an award to that offeror.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000030,GSTMT-000075,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_5.bin,The Government intends to evaluate quotes and award a contract with clarif,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000031,GSTMT-000084,dc7183e7aab342788a9dff786e444f8a,JSCG-P Cristobal Colon Base Life Support,dc7183e7aab342788a9dff786e444f8a_6.bin,"If by virtue of this amendment you desire to change an offer already submitted, such change may be made by letter or electronic communication, provided each letter or electroni",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000032,GSTMT-000086,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_2.bin,______________ Your Quote Reference #______________ Email:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000033,GSTMT-000087,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_2.bin,stephen.p.smith161.civ@us.navy.mil Quotation Valid For _________Days Also send quotes to:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000034,GSTMT-000089,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_2.bin,Provisions below MUST be filled in to be considered for award.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000035,GSTMT-000093,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_2.bin,"_____________ IF NOT USA, DUTY INCLUDED IN PRICE Yes ___ No ___ SHIP TO:",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000036,GSTMT-000098,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_3.bin,CODE 11.AS OF DATE 13.DATE OF REG REPRO SUBSEQUENT 133.2 0 1 0 SUBMISSION N/A N/A N/A 16 REMARKS 0 0 0 1.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000037,GSTMT-000099,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_3.bin,For Payment & Submission of Data refer to Clauses 252.232-7006 & 252.232-7003 or 52.232-36.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000038,GSTMT-000100,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_3.bin,Each Data Item Submitted by Vendor must be Submitted under a Separate Shipment Number.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000039,GSTMT-000104,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_3.bin,CODE 11.AS OF DATE 13.DATE OF REG REPRO SUBSEQUENT SUBMISSION N/A 133.2 0 1 0 N/A N/A 16 REMARKS 1.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000040,GSTMT-000117,6b408e7c185a4f70a8ed51e4fb0b3c2b,7195--Solar Shades - B3 PACT,6b408e7c185a4f70a8ed51e4fb0b3c2b_1.bin,GENERAL INFORMATION CONTACT INFORMATION ADDITIONAL INFORMATION DESCRIPTION This pre-solicitation notice is not a request for formal proposals or quotes.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000041,GSTMT-000118,6b408e7c185a4f70a8ed51e4fb0b3c2b,7195--Solar Shades - B3 PACT,6b408e7c185a4f70a8ed51e4fb0b3c2b_1.bin,"The Department of Veterans Affairs, Salisbury VAMC has a requirement for Solar Shades.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000042,GSTMT-000119,6b408e7c185a4f70a8ed51e4fb0b3c2b,7195--Solar Shades - B3 PACT,6b408e7c185a4f70a8ed51e4fb0b3c2b_1.bin,All correspondence and responses shall be via e-mail to Aleshia.Hernandez@va.gov.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000043,GSTMT-000121,5f4071db397f4714a047d288a033de87,6515--Dental Panoramic Machine,5f4071db397f4714a047d288a033de87_1.bin,"This notice does NOT constitute a request for proposals, request for quote, or invitation for bid.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000044,GSTMT-000122,5f4071db397f4714a047d288a033de87,6515--Dental Panoramic Machine,5f4071db397f4714a047d288a033de87_1.bin,The VHA Network Contracting Office 6 (NCO 6) is conducting a market survey to find qualified vendors who can provide the following item:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000045,GSTMT-000130,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,The delivery price shall be included in the total price of the contract.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000046,GSTMT-000133,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,Description Unit Max Qty 0001 Provide ¾” Road Base Gravel (1 qty = 1 ton) Each 90 0002 Provide Crushed Fines (1 qty = 1 ton) Each 90 0003 Provide 3/8” Clean Gravel Chips (1 qty = 1 ton) Each 180 0004 Provide Concrete Sand (1 qty = 1 ton) Each 120 0005 Provide Screened Topsoil (1 qty = 1 ton) Each 75 0006 Provide Fill Dirt (1 qty = 1 ton) Each 75 FOB:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000047,GSTMT-000134,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,"Destination The contractor shall deliver to Black Hills National Cemetery located at 20901 Pleasant Valley Drive, Sturgis, SD 57785 the following:",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000048,GSTMT-000136,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,Contracts must be either completed or current within the last (5) years.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000049,GSTMT-000137,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,List any National Cemetery Administration (NCA) contracts currently working or previously worked first followed by Non-NCA contracts.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000050,GSTMT-000140,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_5.bin,"DIGNITY CLAUSE Respect for Headstones and Markers in National Cemeteries Handling of Markers and Headstones Every action by contractor personnel at a national cemetery must be performed with the special care, reverence, dignity, and respect that acknowledges the cemetery as the final resting place that commemorates the service and sacrifice that service members, Veterans and their families made for our Nation.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000051,GSTMT-000141,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_5.bin,Critically important is the awareness required of the Contractor employees of the remains buried in the grounds where the work is performed.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000052,GSTMT-000142,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_5.bin,The utmost care must be given to these remains and the headstones and flat grave markers that mark those gravesites and memorialize the service of individuals.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000053,GSTMT-000143,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_5.bin,Contractor shall be responsible for replacing damaged headstones and markers and for restoring turf damaged during performance of this work.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000054,GSTMT-000146,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,"Department of Veterans Affairs National Cemetery Administration, Contract Services 18434 Joplin Road Triangle, VA 22172 Place of Performance:",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000055,GSTMT-000151,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,"quotes are being requested, and a written solicitation will not be issued.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000056,GSTMT-000152,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,Contractor is responsible for submitting their package in accordance with the guidance in this solicitation.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000057,GSTMT-000153,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,Failure to follow the document format or the solicitation guidelines will render the submission,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000058,GSTMT-000154,3b8ae850899e4ab298f3c2bff29ef889,Notice of Intent to Sole Source- Investigative Services  Houston Police Deparment,3b8ae850899e4ab298f3c2bff29ef889_1.bin,Notice of Intent #FDA-SS-26-06202026 The Food and Drug Administration intends to make sole source awards to the following:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000059,GSTMT-000155,3b8ae850899e4ab298f3c2bff29ef889,Notice of Intent to Sole Source- Investigative Services  Houston Police Deparment,3b8ae850899e4ab298f3c2bff29ef889_1.bin,This notice of intent is not a solicitation for competitive proposals.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000060,GSTMT-000156,3b8ae850899e4ab298f3c2bff29ef889,Notice of Intent to Sole Source- Investigative Services  Houston Police Deparment,3b8ae850899e4ab298f3c2bff29ef889_1.bin,Any other firms desiring consideration must fully identify their interest and capability to provide this service or submit a proposal within 7 days to the individual listed.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000061,GSTMT-000157,3b8ae850899e4ab298f3c2bff29ef889,Notice of Intent to Sole Source- Investigative Services  Houston Police Deparment,3b8ae850899e4ab298f3c2bff29ef889_1.bin,Responses to this notice must be sent via email to:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000062,GSTMT-000158,3986c6c299c04c119ed7d79cb2b5cef5,Request for Information: FDA IT Infrastructure Services,3986c6c299c04c119ed7d79cb2b5cef5_1.bin,REQUEST FOR INFORMATION Request # FDA-RFI-75F40126Q00262 REQUIREMENT:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000063,GSTMT-000159,3986c6c299c04c119ed7d79cb2b5cef5,Request for Information: FDA IT Infrastructure Services,3986c6c299c04c119ed7d79cb2b5cef5_1.bin,Food and Drug Administration REQUIRING OFFICES:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000064,GSTMT-000161,3986c6c299c04c119ed7d79cb2b5cef5,Request for Information: FDA IT Infrastructure Services,3986c6c299c04c119ed7d79cb2b5cef5_1.bin,"This is a REQUEST FOR INFORMATION (RFI) ONLY, not a Request for Quote (RFQ) and does not commit the Government to award a contract now or in the future.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000065,GSTMT-000162,3986c6c299c04c119ed7d79cb2b5cef5,Request for Information: FDA IT Infrastructure Services,3986c6c299c04c119ed7d79cb2b5cef5_1.bin,Submission of any information in response to this market survey is purely voluntary and FDA welcomes responses from all interested parties;,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000066,GSTMT-000163,3986c6c299c04c119ed7d79cb2b5cef5,Request for Information: FDA IT Infrastructure Services,3986c6c299c04c119ed7d79cb2b5cef5_1.bin,The FDA will use the results of the market research to determine if sources are capable of satisfying the agency's requirements exist based on the response received to the Government’s questions contained in this notice.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000067,GSTMT-000167,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,ADDRESS OFFER TO Department of Veterans Affairs Daniel.kinney@va.gov National Cemetery Administration Contracting Services 18434 Joplin Road Triangle VA 22172 9.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000068,GSTMT-000168,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,TELEPHONE NUMBER (Include area code) (NO COLLECT CALLS) CALL:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000069,GSTMT-000169,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,"THE GOVERNMENT REQUIRES PERFORMANCE OF THE WORK DESCRIBED IN THESE DOCUMENTS (Title, identifying number, date) Project Title:",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000070,GSTMT-000172,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_5.bin,"an equitable and open process that serves both industry and the public good, the American National Standards Institute (ANSI, or the “Institute”) accredits standards developing organizations (SDOs) against a set of criteria to assure openness, balance, due process, and consensus in standards development – ANSI’s “Essential Requirements.” The Institute does not develop standards itself;",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000071,GSTMT-000173,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_5.bin,"rather, ANSI-accredited SDOs may submit their documents for approval as American National Standards (ANS).",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000072,GSTMT-000174,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,Standard Operating Procedure National Cemetery Administration CONTRACTOR SAFETY 1.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000073,GSTMT-000175,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,"The National Cemetery (NCA) program will establish procedures and practices that comply with VA policy, NCA policy, and current Occupational Safety and Health Administration (OSHA) Standards in providing a safe work environment for its employees and volunteers.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000074,GSTMT-000176,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,This program outlines procedures to follow but it is not intended to supersede the requirements detailed in the applicable OSHA Standards.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000075,GSTMT-000177,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,The Contractor Safety Program will be implemented and maintained through training and safe work practice procedures.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000076,GSTMT-000180,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,Supervisors/Foremen and Collateral Duty Safety Officers (CDSO) will:,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000077,GSTMT-000181,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_8.bin,"LOWBOY TRUCK.........................$ 11.00 0.00 TRUCK DRIVER, INCLUDES DUMP TRUCK...................$ 11.07 0.00 OPERATOR:",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000078,GSTMT-000182,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,"Cape Canaveral National Cemetery Shrine Project- Grass Renovation FY26 Shrine Project Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation Shrine Project SOW General Information The Department of Veterans Affairs, National Cemetery Administration honors veterans with a final resting place and lasting memorials that commemorate their service to our Nation.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000079,GSTMT-000183,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,"The standards of maintenance, appearance and operational procedures performed by the contractor at this cemetery shall reflect this nation’s concern for those interred there.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000080,GSTMT-000185,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,"Areas shall be identified as Area 1, Area 2 and Area 3.",no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
OPDISC-000081,GSTMT-000186,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,Ornamental grasses shall be Fountain Grass (Pennisetum Setaceum ‘Alba White’)- (approx.,no_optimized_plu_rule_match,,needs_review,2026-06-24 23:11:06
