reject_id,grounded_statement_id,opportunity_title,reason,source_statement
PREJ-000001,GSTMT-000002,Selective Service System Website Modernization,duplicate_statement,"Selective Service System Website Modernization FAQ June 18, 2026 Section 1 – Solicitation Administration & Proposal Submission Q1.1 – Proposal volume clarification - Section L 2.a states four (4) separately submitted bound Volumes but then enumerates five Volumes (I, II, III, IV, V)."
PREJ-000002,GSTMT-000007,Selective Service System Website Modernization,duplicate_statement,• Volume I – Administrative Proposal • Volume II – Technical Proposal • Volume III – Past Performance • Volume IV – Price Proposal • Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation.
PREJ-000003,GSTMT-000008,Selective Service System Website Modernization,duplicate_statement,• Volume I – Administrative Proposal • Volume II – Technical Proposal • Volume III – Past Performance • Volume IV – Price Proposal • Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation.
PREJ-000004,GSTMT-000009,Selective Service System Website Modernization,duplicate_statement,• Volume I – Administrative Proposal • Volume II – Technical Proposal • Volume III – Past Performance • Volume IV – Price Proposal • Volume V – Contract Documentation Offerors should prepare and submit all five volumes in accordance with the proposal instructions and content requirements provided in the solicitation.
PREJ-000005,GSTMT-000010,Selective Service System Website Modernization,negative_rule_blocked:PLU-EVAL-003:contract documentation,"Q1.2) Evaluation Factors -Table 1 identifies Volume V as “Factor 5 – Contract Documentation,” but Section 52.212-2 lists only four evaluation factors."
PREJ-000006,GSTMT-000011,Selective Service System Website Modernization,duplicate_statement,"Q1.2) Evaluation Factors -Table 1 identifies Volume V as “Factor 5 – Contract Documentation,” but Section 52.212-2 lists only four evaluation factors."
PREJ-000007,GSTMT-000013,Selective Service System Website Modernization,duplicate_statement,Please confirm whether Volume V is evaluated as a separate factor or treated as an administrative/compliance volume only.
PREJ-000008,GSTMT-000014,Selective Service System Website Modernization,negative_rule_blocked:PLU-EVAL-003:contract documentation,Volume V – Contract Documentation corresponds to Evaluation Factor 5.
PREJ-000009,GSTMT-000015,Selective Service System Website Modernization,duplicate_statement,Volume V – Contract Documentation corresponds to Evaluation Factor 5.
PREJ-000010,GSTMT-000019,Selective Service System Website Modernization,duplicate_statement,RATING BOARD (FOB) DESTINATION RATED ORDER UNDER 14.METHOD OF SOLICITATION REQUEST UNLESS BLOCK IS MARKED THE DEFENSE PRIORITIES REQUEST INVITATION FOR AND ALLOCATIONS FOR QUOTE FOR BID PROPOSAL SEE SCHEDULE SYSTEM - DPAS (15 CFR 700) (RFQ) (IFB) (RFP) 15.DELIVER TO CODE 16.ADMINISTERED BY CODE 90MC00 See Schedule Same As Issuing Office 17a.
PREJ-000011,GSTMT-000020,Selective Service System Website Modernization,duplicate_statement,RATING BOARD (FOB) DESTINATION RATED ORDER UNDER 14.METHOD OF SOLICITATION REQUEST UNLESS BLOCK IS MARKED THE DEFENSE PRIORITIES REQUEST INVITATION FOR AND ALLOCATIONS FOR QUOTE FOR BID PROPOSAL SEE SCHEDULE SYSTEM - DPAS (15 CFR 700) (RFQ) (IFB) (RFP) 15.DELIVER TO CODE 16.ADMINISTERED BY CODE 90MC00 See Schedule Same As Issuing Office 17a.
PREJ-000012,GSTMT-000021,Selective Service System Website Modernization,duplicate_statement,RATING BOARD (FOB) DESTINATION RATED ORDER UNDER 14.METHOD OF SOLICITATION REQUEST UNLESS BLOCK IS MARKED THE DEFENSE PRIORITIES REQUEST INVITATION FOR AND ALLOCATIONS FOR QUOTE FOR BID PROPOSAL SEE SCHEDULE SYSTEM - DPAS (15 CFR 700) (RFQ) (IFB) (RFP) 15.DELIVER TO CODE 16.ADMINISTERED BY CODE 90MC00 See Schedule Same As Issuing Office 17a.
PREJ-000013,GSTMT-000034,Selective Service System Website Modernization,duplicate_statement,"If you will not be available on June 30, 2026, for verification of this past performance evaluation, please indicate another POC for the contacting officer/contract specialist to contact."
PREJ-000014,GSTMT-000039,Selective Service System Website Modernization,duplicate_statement,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:"
PREJ-000015,GSTMT-000040,Selective Service System Website Modernization,duplicate_statement,"(a) By completing items 8 and 15, and returning copies of the amendment;"
PREJ-000016,GSTMT-000041,Selective Service System Website Modernization,duplicate_statement,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;
PREJ-000017,GSTMT-000042,Selective Service System Website Modernization,duplicate_statement,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.
PREJ-000018,GSTMT-000045,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,"This is a non-personal services contract under which the personnel rendering the service(s) are not subject, either by the contract's terms or by the manner of its administration, to the supervision and control usually prevailing in relationships between the Government and its employees."
PREJ-000019,GSTMT-000057,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,"As a result of this solicitation, the Government intends to award a Firm Fixed Price (FFP) contract resulting from this solicitation to the responsible offeror whose quote conforms to these instructions and will be most advantageous to the Government, considering the lowest price technically acce"
PREJ-000020,GSTMT-000058,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,"As a result of this solicitation, the Government intends to award a Firm Fixed Price (FFP) contract resulting from this solicitation to the responsible offeror whose quote conforms to these instructions and will be most advantageous to the Government, considering the lowest price technically acce"
PREJ-000021,GSTMT-000062,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,ITEM NUMBER SCHEDULE OF SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT (Use Reverse and/or Attach Additional Shee
PREJ-000022,GSTMT-000067,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,"a) Technical Capability b) Past Performance c) Price This competitive best value selection will be conducted using the Lowest Price Technically Acceptable (LPTA) selection process in accordance with Federal Acquisition Regulation (FAR) part 13, Simplified Acquisition Procedures and FAR part 12, Acquisition of Commercial Items."
PREJ-000023,GSTMT-000069,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,"Although the technical capability factor is of paramount consideration in the award of the contract, past performance and price are also important to the overall contract award decision."
PREJ-000024,GSTMT-000071,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,"One award will be made to the offeror who is deemed responsible in accordance with FAR Part 9, whose quote conforms to the solicitations requirements and is the lowest evaluated price with an “Acceptable” rating in the technical capability assessment."
PREJ-000025,GSTMT-000076,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 2.
PREJ-000026,GSTMT-000077,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,ADMINISTERED BY (If other than Item 6) CODE 8.
PREJ-000027,GSTMT-000078,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,AMENDMENT OF SOLICITATION NUMBER 9B.
PREJ-000028,GSTMT-000079,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.
PREJ-000029,GSTMT-000080,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:"
PREJ-000030,GSTMT-000081,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,"(a) By completing items 8 and 15, and returning copies of the amendment;"
PREJ-000031,GSTMT-000082,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;
PREJ-000032,GSTMT-000083,JSCG-P Cristobal Colon Base Life Support,duplicate_statement,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.
PREJ-000033,GSTMT-000092,Socket Head Cap Screws,duplicate_statement,"If Yes, include copy of price list with your quote."
PREJ-000034,GSTMT-000102,Socket Head Cap Screws,duplicate_statement,SUBTITLE CHEMICAL & MECHANICAL CERTIFICATION A002 CERTIFICATION DATA / REPORT 4.AUTHORITY 5.CONTRACT REFERENCE 6.
PREJ-000035,GSTMT-000105,Socket Head Cap Screws,duplicate_statement,CONTRACT DATA REQUIREMENTS LIST (2 DATA ITEMS) A.CONTRACT LINE ITEM NO.
PREJ-000036,GSTMT-000107,Socket Head Cap Screws,duplicate_statement,SUBTITLE CERTIFICATION OF QUALITY A001 CERTIFICATE OF COMPLIANCE COMPLIANCE 4.
PREJ-000037,GSTMT-000108,Socket Head Cap Screws,duplicate_statement,2 CODE 245 7.DD 250 REQ 9.DIST 10.FREQUENCY 12.DATE OF 1st 14.DISTRIBUTION STATEMENT SUBMISSION a.ADDRESSEE b.COPIES REQUIRED DD One Time With Material DRAFT FINAL A 8.
PREJ-000038,GSTMT-000109,Socket Head Cap Screws,duplicate_statement,CODE 11.AS OF DATE 13.DATE OF REG REPRO SUBSEQUENT 133.2 0 1 0 SUBMISSION N/A N/A N/A 16 REMARKS 0 0 0 1.
PREJ-000039,GSTMT-000110,Socket Head Cap Screws,duplicate_statement,For Payment & Submission of Data refer to Clauses 252.232-7006 & 252.232-7003 or 52.232-36.
PREJ-000040,GSTMT-000111,Socket Head Cap Screws,duplicate_statement,Each Data Item Submitted by Vendor must be Submitted under a Separate Shipment Number.
PREJ-000041,GSTMT-000112,Socket Head Cap Screws,duplicate_statement,SUBTITLE CHEMICAL & MECHANICAL CERTIFICATION A002 CERTIFICATION DATA / REPORT 4.AUTHORITY 5.CONTRACT REFERENCE 6.
PREJ-000042,GSTMT-000113,Socket Head Cap Screws,duplicate_statement,SUBTITLE CHEMICAL & MECHANICAL CERTIFICATION A002 CERTIFICATION DATA / REPORT 4.AUTHORITY 5.CONTRACT REFERENCE 6.
PREJ-000043,GSTMT-000114,Socket Head Cap Screws,duplicate_statement,3 CODE 245 7.DD 250 REQ 9.DIST 10.FREQUENCY 12.DATE OF 1st 14.DISTRIBUTION STATEMENT SUBMISSION a.ADDRESSEE b.COPIES REQUIRED One Time DD With Material DRAFT FINAL A 8.APP.
PREJ-000044,GSTMT-000115,Socket Head Cap Screws,duplicate_statement,CODE 11.AS OF DATE 13.DATE OF REG REPRO SUBSEQUENT SUBMISSION N/A 133.2 0 1 0 N/A N/A 16 REMARKS 1.
PREJ-000045,GSTMT-000131,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,duplicate_statement,The delivery price shall be included in the total price of the contract.
PREJ-000046,GSTMT-000139,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,duplicate_statement,"Past Performance Questionnaire Contract Number Contractor ( Name Address, Zip Code) Telephone Number Email Address Type of Contract Contract Dollar Value Date of Award (if not completed provide status) Type/Extent of Subcontracting Percentage of Work completed by the Contractor Description of Supply/Services provided, location & relevancy of work Address, Telephone Number & Email of the Contact Person and Position"
PREJ-000047,GSTMT-000149,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,duplicate_statement,"A - Statement of work B - Cemetery Operational Standards C – Dignity Clause D- Past Performance Questionnaire E- Pricing Schedule (Excel) This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice."
PREJ-000048,GSTMT-000150,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,duplicate_statement,"A - Statement of work B - Cemetery Operational Standards C – Dignity Clause D- Past Performance Questionnaire E- Pricing Schedule (Excel) This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice."
PREJ-000049,GSTMT-000165,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,duplicate_statement,36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental Grass and Irrigation in accordance with the attached Statement of Work Contract Period:
PREJ-000050,GSTMT-000199,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,duplicate_statement,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:"
PREJ-000051,GSTMT-000201,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,duplicate_statement,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;
PREJ-000052,GSTMT-000216,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,"This is a non-personnel services contract to provide Defense Enrollment and Eligibility Reporting System (DEERS)/ Real Time Automated Personnel Identification System (RAPIDS) Common Access Card (CAC) support services for the Installation Management Command (IMCOM) at Fort Bragg, North Carolina."
PREJ-000053,GSTMT-000220,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,METHOD OF SOLICITATION REQUEST UNLESS BLOCK IS MARKED THE DEFENSE PRIORITIES REQUEST INVITATION FOR AND ALLOCATIONS FOR QUOTE FOR BID PROPOSAL SEE SCHEDULE SYSTEM - DPAS (15 CFR 700) (RFQ) (IFB) (RFP) 15.
PREJ-000054,GSTMT-000221,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,SUBMIT INVOICES TO ADDRESS SHOWN IN BLOCK 18a UNLESS BLOCK OFFER BELOW IS CHECKED SEE ADDENDUM 19.
PREJ-000055,GSTMT-000222,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,ITEM NUMBER SCHEDULE OF SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT (Use Reverse and/or Attach Additional Shee
PREJ-000056,GSTMT-000223,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,ITEM NUMBER SCHEDULE OF SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT (Use Reverse and/or Attach Additional Shee
PREJ-000057,GSTMT-000224,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 2.
PREJ-000058,GSTMT-000225,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,ADMINISTERED BY (If other than Item 6) CODE 8.
PREJ-000059,GSTMT-000226,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,AMENDMENT OF SOLICITATION NUMBER 9B.
PREJ-000060,GSTMT-000227,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.
PREJ-000061,GSTMT-000228,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:"
PREJ-000062,GSTMT-000229,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,"(a) By completing items 8 and 15, and returning copies of the amendment;"
PREJ-000063,GSTMT-000230,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;
PREJ-000064,GSTMT-000231,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.
PREJ-000065,GSTMT-000232,"USAG DHR, Fort Bragg ID Card Services",duplicate_statement,"If by virtue of this amendment you desire to change an offer already submitted, such change may be made by letter or electronic communication, provided each letter or electroni"
PREJ-000066,GSTMT-000236,6515--NetApp,duplicate_statement,GENERAL INFORMATION PLACE OF PERFORMANCE ADDITIONAL INFORMATION DESCRIPTION Amendment to change quantity on Clin #15 from 48 to 64 Amendment to include RFQ answers Question 1 -0015 (UCS-DDR5-BLK):
PREJ-000067,GSTMT-000239,6515--NetApp,duplicate_statement,Please confirm which quantity governs for quoting and contract performance—64 per the SOW or 48 per the Price/Cost Schedule—and issue an amendment or written clarification before the offer due date.
PREJ-000068,GSTMT-000244,6515--NetApp,duplicate_statement,ADMINISTERED BY CODE 36C262 Department of Veterans Affairs Department of Veterans Affairs Long Beach VA Healthcare System Network Contracting Office 22 Tibor Rubin Medical Center 4811 Airport Plaza Drive 5901 E.
PREJ-000069,GSTMT-000246,6515--NetApp,duplicate_statement,GENERAL INFORMATION PLACE OF PERFORMANCE ADDITIONAL INFORMATION DESCRIPTION SECTION B - CONTINUATION OF SF 1449 BLOCKS B.1 CONTRACT ADMINISTRATION DATA 1.
PREJ-000070,GSTMT-000255,31 CES n. 25 military gear lockers.,duplicate_statement,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.
PREJ-000071,GSTMT-000256,31 CES n. 25 military gear lockers.,duplicate_statement,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:"
PREJ-000072,GSTMT-000257,31 CES n. 25 military gear lockers.,duplicate_statement,"(a) By completing items 8 and 15, and returning 1 copies of the amendment;"
PREJ-000073,GSTMT-000258,31 CES n. 25 military gear lockers.,duplicate_statement,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;
PREJ-000074,GSTMT-000259,31 CES n. 25 military gear lockers.,duplicate_statement,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.
PREJ-000075,GSTMT-000261,31 CES n. 25 military gear lockers.,duplicate_statement,CONTRACT ID CODE PAGE 1 OF 2 AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT J 2.
PREJ-000076,GSTMT-000262,31 CES n. 25 military gear lockers.,duplicate_statement,"ADMINISTERED BY (if other than Item CODE 6) FA5682 31 CONS DA LGC UNIT 6102 BOX 140, APO AE 09604-6102 APO, AE 09604-6102 SCD:"
PREJ-000077,GSTMT-000263,31 CES n. 25 military gear lockers.,duplicate_statement,AMENDMENT OF SOLICITATION NUMBER FA568226Q0014 9B.
PREJ-000078,GSTMT-000264,31 CES n. 25 military gear lockers.,duplicate_statement,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.
PREJ-000079,GSTMT-000265,31 CES n. 25 military gear lockers.,duplicate_statement,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:"
PREJ-000080,GSTMT-000266,31 CES n. 25 military gear lockers.,duplicate_statement,"(a) By completing items 8 and 15, and returning 1 copies of the amendment;"
PREJ-000081,GSTMT-000267,31 CES n. 25 military gear lockers.,duplicate_statement,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;
PREJ-000082,GSTMT-000268,31 CES n. 25 military gear lockers.,duplicate_statement,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.
PREJ-000083,GSTMT-000286,Hex Jam Nuts,duplicate_statement,__ ____ Your Quote Reference #______________ Email:
PREJ-000084,GSTMT-000287,Hex Jam Nuts,duplicate_statement,stephen.p.smith161.civ@us.navy.mil Quotation Valid For _________Days Also send quotes to:
PREJ-000085,GSTMT-000288,Hex Jam Nuts,duplicate_statement,"DLA-KME-QUOTATIONS@DLA.MIL *** PLEASE FILL OUT THIS FORM COMPLETELY*** ** In accordance with FAR 52.204-7(b)(1), an Offeror is required to be registered in SAM when submitting an offer or quotation, and must be listed as active, to prevent unduly delaying award."
PREJ-000086,GSTMT-000289,Hex Jam Nuts,duplicate_statement,Provisions below MUST be filled in to be considered for award.
PREJ-000087,GSTMT-000290,Hex Jam Nuts,duplicate_statement,PRICE LISTING/GSA Is this a PRICE LISTED item?
PREJ-000088,GSTMT-000291,Hex Jam Nuts,duplicate_statement,"If Yes, include copy of price list with your quote."
PREJ-000089,GSTMT-000292,Hex Jam Nuts,duplicate_statement,"If Yes, include copy of price list with your quote."
PREJ-000090,GSTMT-000293,Hex Jam Nuts,duplicate_statement,"_____________ IF NOT USA, DUTY INCLUDED IN PRICE Yes ___ No ___ SHIP TO:"
PREJ-000091,GSTMT-000306,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN"
PREJ-000092,GSTMT-000307,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,REQUISITION/PURCHASE NUMBER SEALED BID (IFB) INVITATION FOR BID NEGOTIATED (RFP) REQUEST FOR PROPOSAL 7.
PREJ-000093,GSTMT-000308,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:"
PREJ-000094,GSTMT-000309,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN"
PREJ-000095,GSTMT-000310,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN"
PREJ-000096,GSTMT-000311,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,REQUISITION/PURCHASE NUMBER SEALED BID (IFB) INVITATION FOR BID NEGOTIATED (RFP) REQUEST FOR PROPOSAL 7.
PREJ-000097,GSTMT-000312,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:"
PREJ-000098,GSTMT-000313,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN"
PREJ-000099,GSTMT-000314,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN"
PREJ-000100,GSTMT-000315,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,REQUISITION/PURCHASE NUMBER SEALED BID (IFB) INVITATION FOR BID NEGOTIATED (RFP) REQUEST FOR PROPOSAL 7.
PREJ-000101,GSTMT-000316,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:"
PREJ-000102,GSTMT-000317,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN"
PREJ-000103,GSTMT-000318,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN"
PREJ-000104,GSTMT-000320,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"Summary of Changes – Amendment 09 – Sections L & M and Attachment 0002 Scorecard Section L – Instructions to Offerors • L.2.3.3 QP Submission Vacancy Rate, Time to Fill Rate, Schedule and Completeness:"
PREJ-000105,GSTMT-000324,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,REQUISITION/PURCHASE NUMBER SEALED BID (IFB) INVITATION FOR BID NEGOTIATED (RFP) REQUEST FOR PROPOSAL 7.
PREJ-000106,GSTMT-000325,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"Sealed offers in original and copies for furnishings the supplies or services in the Schedule will be received at the place specified in item 8, or if hand carried, in the depository located in until local time (Hour) (Date) CAUTION - LATE Submissions, Modifications, and Withdrawals:"
PREJ-000107,GSTMT-000326,Marketplace for Acquisition of Professional Services (MAPS),duplicate_statement,"TABLE OF CONTENTS (X) SECTION DESCRIPTION PAGE(S) (X) SECTION DESCRIPTION PAGE(S) PART I - THE SCHEDULE PART II - CONTRACT CLAUSES A SOLICITATION/CONTRACT FORM I CONTRACT CLAUSES B SUPPLIES OR SERVICES AND PRICES/COSTS PART III - LIST OF DOCUMENTS, EXHIBITS AND OTHER ATTACHMENTS C DESCRIPTION/SPECIFICATIONS/WORK STATEMENT J LIST OF ATTACHMENTS D PACKAGING AND MARKING PART IV - REPRESENTATIONS AND INSTRUCTIONS E INSPECTION AN"
