discovery_id,candidate_pattern,frequency,status,created_at
SD-000310,whether volume,1,review,2026-06-27 13:28:41
SD-000311,is evaluated,1,review,2026-06-27 13:28:41
SD-000312,evaluated as,1,review,2026-06-27 13:28:41
SD-000313,separate factor,1,review,2026-06-27 13:28:41
SD-000314,factor or,1,review,2026-06-27 13:28:41
SD-000315,or treated,1,review,2026-06-27 13:28:41
SD-000316,treated as,1,review,2026-06-27 13:28:41
SD-000317,an administrative,1,review,2026-06-27 13:28:41
SD-000318,administrative compliance,1,review,2026-06-27 13:28:41
SD-000319,compliance volume,1,review,2026-06-27 13:28:41
SD-000320,volume only,1,review,2026-06-27 13:28:41
SD-000321,confirm whether volume,1,review,2026-06-27 13:28:41
SD-000322,whether volume v,1,review,2026-06-27 13:28:41
SD-000323,volume v is,1,review,2026-06-27 13:28:41
SD-000324,v is evaluated,1,review,2026-06-27 13:28:41
SD-000325,is evaluated as,1,review,2026-06-27 13:28:41
SD-000326,evaluated as a,1,review,2026-06-27 13:28:41
SD-000327,as a separate,1,review,2026-06-27 13:28:41
SD-000328,a separate factor,1,review,2026-06-27 13:28:41
SD-000329,separate factor or,1,review,2026-06-27 13:28:41
SD-000330,factor or treated,1,review,2026-06-27 13:28:41
SD-000331,or treated as,1,review,2026-06-27 13:28:41
SD-000332,treated as an,1,review,2026-06-27 13:28:41
SD-000333,as an administrative,1,review,2026-06-27 13:28:41
SD-000334,an administrative compliance,1,review,2026-06-27 13:28:41
SD-000335,administrative compliance volume,1,review,2026-06-27 13:28:41
SD-000336,compliance volume only,1,review,2026-06-27 13:28:41
SD-000337,please confirm whether volume,1,review,2026-06-27 13:28:41
SD-000338,confirm whether volume v,1,review,2026-06-27 13:28:41
SD-000339,whether volume v is,1,review,2026-06-27 13:28:41
SD-000340,volume v is evaluated,1,review,2026-06-27 13:28:41
SD-000341,v is evaluated as,1,review,2026-06-27 13:28:41
SD-000342,is evaluated as a,1,review,2026-06-27 13:28:41
SD-000343,evaluated as a separate,1,review,2026-06-27 13:28:41
SD-000344,as a separate factor,1,review,2026-06-27 13:28:41
SD-000345,a separate factor or,1,review,2026-06-27 13:28:41
SD-000346,separate factor or treated,1,review,2026-06-27 13:28:41
SD-000347,factor or treated as,1,review,2026-06-27 13:28:41
SD-000348,or treated as an,1,review,2026-06-27 13:28:41
SD-000349,treated as an administrative,1,review,2026-06-27 13:28:41
SD-000350,as an administrative compliance,1,review,2026-06-27 13:28:41
SD-000351,an administrative compliance volume,1,review,2026-06-27 13:28:41
SD-000352,administrative compliance volume only,1,review,2026-06-27 13:28:41
SD-000353,documentation corresponds,1,review,2026-06-27 13:28:41
SD-000354,corresponds to,1,review,2026-06-27 13:28:41
SD-000355,evaluation factor,1,review,2026-06-27 13:28:41
SD-000356,contract documentation corresponds,1,review,2026-06-27 13:28:41
SD-000357,documentation corresponds to,1,review,2026-06-27 13:28:41
SD-000358,corresponds to evaluation,1,review,2026-06-27 13:28:41
SD-000359,to evaluation factor,1,review,2026-06-27 13:28:41
SD-000360,evaluation factor 5,1,review,2026-06-27 13:28:41
SD-000361,v contract documentation corresponds,1,review,2026-06-27 13:28:41
SD-000362,contract documentation corresponds to,1,review,2026-06-27 13:28:41
SD-000363,documentation corresponds to evaluation,1,review,2026-06-27 13:28:41
SD-000364,corresponds to evaluation factor,1,review,2026-06-27 13:28:41
SD-000365,to evaluation factor 5,1,review,2026-06-27 13:28:41
SD-000366,submit volume,1,review,2026-06-27 13:28:41
SD-000367,solicitation instructions,1,review,2026-06-27 13:28:41
SD-000368,shall submit volume,1,review,2026-06-27 13:28:41
SD-000369,submit volume v,1,review,2026-06-27 13:28:41
SD-000370,volume v in,1,review,2026-06-27 13:28:41
SD-000371,v in accordance,1,review,2026-06-27 13:28:41
SD-000372,with the solicitation,1,review,2026-06-27 13:28:41
SD-000373,the solicitation instructions,1,review,2026-06-27 13:28:41
SD-000374,offerors shall submit volume,1,review,2026-06-27 13:28:41
SD-000375,shall submit volume v,1,review,2026-06-27 13:28:41
SD-000376,submit volume v in,1,review,2026-06-27 13:28:41
SD-000377,volume v in accordance,1,review,2026-06-27 13:28:41
SD-000378,v in accordance with,1,review,2026-06-27 13:28:41
SD-000379,accordance with the solicitation,1,review,2026-06-27 13:28:41
SD-000380,with the solicitation instructions,1,review,2026-06-27 13:28:41
SD-000381,of volume,1,review,2026-06-27 13:28:41
SD-000382,conducted in,1,review,2026-06-27 13:28:41
SD-000383,the evalua,1,review,2026-06-27 13:28:41
SD-000384,evaluation of volume,1,review,2026-06-27 13:28:41
SD-000385,of volume v,1,review,2026-06-27 13:28:41
SD-000386,volume v will,1,review,2026-06-27 13:28:41
SD-000387,v will be,1,review,2026-06-27 13:28:41
SD-000388,be conducted in,1,review,2026-06-27 13:28:41
SD-000389,conducted in accordance,1,review,2026-06-27 13:28:41
SD-000390,with the evalua,1,review,2026-06-27 13:28:41
SD-000391,evaluation of volume v,1,review,2026-06-27 13:28:41
SD-000392,of volume v will,1,review,2026-06-27 13:28:41
SD-000393,volume v will be,1,review,2026-06-27 13:28:41
SD-000394,v will be conducted,1,review,2026-06-27 13:28:41
SD-000395,will be conducted in,1,review,2026-06-27 13:28:41
SD-000396,be conducted in accordance,1,review,2026-06-27 13:28:41
SD-000397,conducted in accordance with,1,review,2026-06-27 13:28:41
SD-000398,accordance with the evalua,1,review,2026-06-27 13:28:41
SD-000399,rating board,1,review,2026-06-27 13:28:41
SD-000400,board fob,1,review,2026-06-27 13:28:41
SD-000401,destination rated,1,review,2026-06-27 13:28:41
SD-000402,rated order,1,review,2026-06-27 13:28:41
SD-000403,order under,1,review,2026-06-27 13:28:41
SD-000404,under 14,1,review,2026-06-27 13:28:41
SD-000405,14 method,1,review,2026-06-27 13:28:41
SD-000406,15 deliver,1,review,2026-06-27 13:28:41
SD-000407,16 administered,1,review,2026-06-27 13:28:41
SD-000408,code 90mc00,1,review,2026-06-27 13:28:41
SD-000409,90mc00 see,1,review,2026-06-27 13:28:41
SD-000410,schedule same,1,review,2026-06-27 13:28:41
SD-000411,office 17a,1,review,2026-06-27 13:28:41
SD-000412,rating board fob,1,review,2026-06-27 13:28:41
SD-000413,board fob destination,1,review,2026-06-27 13:28:41
SD-000414,fob destination rated,1,review,2026-06-27 13:28:41
SD-000415,destination rated order,1,review,2026-06-27 13:28:41
SD-000416,rated order under,1,review,2026-06-27 13:28:41
SD-000417,order under 14,1,review,2026-06-27 13:28:41
SD-000418,under 14 method,1,review,2026-06-27 13:28:41
SD-000419,14 method of,1,review,2026-06-27 13:28:41
SD-000420,rfp 15 deliver,1,review,2026-06-27 13:28:41
SD-000421,15 deliver to,1,review,2026-06-27 13:28:41
SD-000422,deliver to code,1,review,2026-06-27 13:28:41
SD-000423,to code 16,1,review,2026-06-27 13:28:41
SD-000424,code 16 administered,1,review,2026-06-27 13:28:41
SD-000425,16 administered by,1,review,2026-06-27 13:28:41
SD-000426,by code 90mc00,1,review,2026-06-27 13:28:41
SD-000427,code 90mc00 see,1,review,2026-06-27 13:28:41
SD-000428,90mc00 see schedule,1,review,2026-06-27 13:28:41
SD-000429,see schedule same,1,review,2026-06-27 13:28:41
SD-000430,schedule same as,1,review,2026-06-27 13:28:41
SD-000431,issuing office 17a,1,review,2026-06-27 13:28:41
SD-000432,rating board fob destination,1,review,2026-06-27 13:28:41
SD-000433,board fob destination rated,1,review,2026-06-27 13:28:41
SD-000434,fob destination rated order,1,review,2026-06-27 13:28:41
SD-000435,destination rated order under,1,review,2026-06-27 13:28:41
SD-000436,rated order under 14,1,review,2026-06-27 13:28:41
SD-000437,order under 14 method,1,review,2026-06-27 13:28:41
SD-000438,under 14 method of,1,review,2026-06-27 13:28:41
SD-000439,14 method of solicitation,1,review,2026-06-27 13:28:41
SD-000440,ifb rfp 15 deliver,1,review,2026-06-27 13:28:41
SD-000441,rfp 15 deliver to,1,review,2026-06-27 13:28:41
SD-000442,15 deliver to code,1,review,2026-06-27 13:28:41
SD-000443,deliver to code 16,1,review,2026-06-27 13:28:41
SD-000444,to code 16 administered,1,review,2026-06-27 13:28:41
SD-000445,code 16 administered by,1,review,2026-06-27 13:28:41
SD-000446,16 administered by code,1,review,2026-06-27 13:28:41
SD-000447,administered by code 90mc00,1,review,2026-06-27 13:28:41
SD-000448,by code 90mc00 see,1,review,2026-06-27 13:28:41
SD-000449,code 90mc00 see schedule,1,review,2026-06-27 13:28:41
SD-000450,90mc00 see schedule same,1,review,2026-06-27 13:28:41
SD-000451,see schedule same as,1,review,2026-06-27 13:28:41
SD-000452,schedule same as issuing,1,review,2026-06-27 13:28:41
SD-000453,as issuing office 17a,1,review,2026-06-27 13:28:41
SD-000454,code sss,1,review,2026-06-27 13:28:41
SD-000455,sss national,1,review,2026-06-27 13:28:41
SD-000456,national headquarters,1,review,2026-06-27 13:28:41
SD-000457,headquarters nhq,1,review,2026-06-27 13:28:41
SD-000458,nhq selective,1,review,2026-06-27 13:28:41
SD-000459,system 1501,1,review,2026-06-27 13:28:41
SD-000460,1501 wilson,1,review,2026-06-27 13:28:41
SD-000461,wilson blvd,1,review,2026-06-27 13:28:41
