issue_type,contract_number,supplier,value
zero_value,E6MON-21PQFL/030/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-21PQFL/031/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-21PQFL/032/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-21PQFL/033/MTR,Dix Etoiles Fruits And Legumes Ten Stars Fruits And Vegetables,0.0
zero_value,E6MON-21PQFL/034/MTR,Viandex,0.0
zero_value,E6MON-21PQFL/035/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-21PQFL/036/MTR,Dix Etoiles Fruits And Legumes Ten Stars Fruits And Vegetables,0.0
zero_value,E6MON-21PQFL/037/MTR,Viandex,0.0
zero_value,E6MON-21PQFL/038/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQFL/001/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/002/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQFL/003/MTR,Dix Etoiles Fruits And Legumes Ten Stars Fruits And Vegetables,0.0
zero_value,E6MON-22PQFL/004/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/005/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/006/MTR,Dix Etoiles Fruits And Legumes Ten Stars Fruits And Vegetables,0.0
zero_value,E6MON-22PQFL/007/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/008/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/009/MTR,Dix Etoiles Fruits And Legumes Ten Stars Fruits And Vegetables,0.0
zero_value,E6MON-22PQFL/010/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQFL/011/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/012/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/013/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,E6MON-22PQFL/014/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQFL/015/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/016/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/017/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,21532-110004/002/EDM,Grocery People,0.0
zero_value,E6MON-18PQFL/001/MTR,Gfs Quebec,0.0
zero_value,E6MON-18PQFL/002/MTR,Ben Deshaies,0.0
zero_value,E6MON-18PQFL/003/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-18PQFL/004/MTR,Les Recoltes Marcotte,0.0
zero_value,E6MON-18PQFL/005/MTR,Dix Etoiles Fruits And Legumes Ten Stars Fruits And Vegetables,0.0
zero_value,E6MON-18PQFL/006/MTR,Gfs Quebec,0.0
zero_value,E6MON-18PQFL/007/MTR,Ben Deshaies,0.0
zero_value,E6MON-22PQFL/018/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/019/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,E6MON-22PQFL/020/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/021/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,E6MON-22PQFL/022/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQFL/023/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/024/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/025/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,E6MON-22PQFL/026/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQFL/027/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/028/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/029/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,E6MON-22PQFL/030/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/031/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,E6MON-22PQFL/032/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-22PQFL/033/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/034/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,E6MON-22PQFL/035/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQFL/036/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-22PQFL/037/MTR,Dix Etoiles Plus Fruits And Legumes Ten Stars Plus Produce,0.0
zero_value,E6MON-22PQFL/038/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQFL/039/MTR,Viandex,0.0
zero_value,E6MON-21PQFL/002/MTR,Fruits Et Legumes Beauport,0.0
zero_value,E6MON-21PQFL/003/MTR,Les Aliments Rms Can Am,0.0
zero_value,W0002-17DC07/001/PD,Aenos Food Services,0.0
zero_value,W0002-17DC07/003/PD,Sysco Central Ontario,0.0
zero_value,W0002-17DC07/004/PD,Sysco Central Ontario,0.0
zero_value,W0125-18SK05/001/TOR,Sysco Central Ontario,0.0
zero_value,W0125-18SK05/002/TOR,Sysco Central Ontario,0.0
zero_value,W0127-11FQ21/001/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/002/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/003/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/004/EDM,Grocery People,0.0
zero_value,W0127-11FQ21/005/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0127-11FQ21/006/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/007/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0127-11FQ21/008/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/009/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/010/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/011/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0127-11FQ21/012/EDM,Grocery People,0.0
zero_value,W0127-11FQ21/013/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/014/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/015/EDM,Grocery People,0.0
zero_value,W0127-11FQ21/016/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0127-11FQ21/017/EDM,Fresh Forward,0.0
zero_value,W0127-11FQ21/018/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0127-11FQ21/019/EDM,Grocery People,0.0
zero_value,W0127-11FQ20/002/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0127-11FQ20/001/EDM,Grocery People,0.0
zero_value,W168E-10FS33/012/EDM,Medicine Hat Wholesale Foods,0.0
zero_value,W168E-10FS33/013/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W168E-10FS33/014/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W168E-10FS33/015/EDM,Medicine Hat Wholesale Foods,0.0
zero_value,W168E-10FS33/016/EDM,Grocery People,0.0
zero_value,W168E-10FS33/017/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W168E-10FS33/018/EDM,Grocery People,0.0
zero_value,W6399-160328/001/PD,Sysco Central Ontario,0.0
zero_value,W168E-15FS02/001/EDM,Gfs Edmonton,0.0
zero_value,W168E-15FS02/002/EDM,Bread,0.0
zero_value,W0142-11A047/002/CAL,Gfs Calgary,0.0
zero_value,E6MON-20PQEP/001/MTR,Ben Deshaies,0.0
zero_value,E6MON-20PQEP/002/MTR,Les Aliments Marina,0.0
zero_value,E6MON-20PQEP/003/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-20PQEP/004/MTR,Gfs Quebec,0.0
zero_value,E6MON-20PQEP/005/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-20PQEP/006/MTR,Beaudry And Cadrin,0.0
zero_value,E6MON-20PQEP/007/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-20PQEP/008/MTR,Gfs Quebec,0.0
zero_value,E6MON-20PQEP/009/MTR,Les Aliments Marina,0.0
zero_value,E6MON-20PQEP/010/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-20PQEP/011/MTR,Gfs Montreal,0.0
zero_value,E6MON-21PQEP/001/MTR,Gfs Quebec,0.0
zero_value,E6MON-21PQEP/002/MTR,Les Aliments Marina,0.0
zero_value,E6MON-21PQEP/006/MTR,Beaudry And Cadrin,0.0
zero_value,E6MON-21PQEP/007/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-21PQEP/008/MTR,Gfs Montreal,0.0
zero_value,E6MON-21PQEP/009/MTR,Les Aliments Marina,0.0
zero_value,E6MON-21PQEP/010/MTR,Gfs Quebec,0.0
zero_value,E6MON-21PQEP/011/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQEP/001/MTR,Gfs Quebec,0.0
zero_value,E6MON-22PQEP/002/MTR,Les Aliments Marina,0.0
zero_value,E6MON-22PQEP/003/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-22PQEP/004/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-22PQEP/005/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-22PQEP/006/MTR,Les Aliments Marina,0.0
zero_value,E6MON-22PQEP/007/MTR,Gfs Quebec,0.0
zero_value,E6MON-22PQEP/008/MTR,Gfs Quebec,0.0
zero_value,E6MON-22PQEP/009/MTR,Les Aliments Marina,0.0
zero_value,E6MON-22PQEP/010/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-22PQEP/011/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-21PQEP/003/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-21PQEP/004/MTR,Gfs Montreal,0.0
zero_value,E6MON-21PQEP/005/MTR,Viandes Superieures Enr,0.0
zero_value,W0118-190024/004/EDM,Gordon Food Service,0.0
zero_value,W0118-190024/005/EDM,Pratts,0.0
zero_value,W0118-190024/006/EDM,Sysco Foodservices Of Winnipeg,0.0
zero_value,E60PD-16OSFB/014/PD,Ahjigo,0.0
zero_value,E60PD-19OSFB/001/PD,Grand And Toy,0.0
zero_value,E60PD-19OSFB/002/PD,Buroplus Novexco Lyreco,0.0
zero_value,E60PD-19OSFB/003/PD,Staples Advantage A Division Of Corporate Express,0.0
zero_value,E60PD-19OSFB/004/PD,Brassard Buro,0.0
zero_value,E60PD-19OSFB/005/PD,Megaburo,0.0
zero_value,E60PD-19OSFB/006/PD,Shaver Business Products,0.0
zero_value,E60PD-19OSFB/007/PD,Thibo Produits De Bureau,0.0
zero_value,E60PD-19OSFB/008/PD,Art Woods Office Supplies 1998,0.0
zero_value,E60PD-19OSFB/009/PD,Lowerys,0.0
zero_value,E60PD-19OSFB/010/PD,Office Central,0.0
zero_value,E60PD-19OSFB/011/PD,Central Office Equipment,0.0
zero_value,E60PD-19OSFB/012/PD,Covey Basics,0.0
zero_value,E60PD-19OSFB/013/PD,Connorsbasics,0.0
zero_value,E60PD-19OSFB/014/PD,Totem Offisource,0.0
zero_value,E60PD-16OSFB/015/PD,Totem Offisource,0.0
zero_value,E60PD-16OSFB/001/PD,Grand And Toy,0.0
zero_value,E60PD-16OSFB/002/PD,Buroplus Novexco Lyreco,0.0
zero_value,E60PD-16OSFB/003/PD,Staples Advantage A Division Of Corporate Express,0.0
zero_value,E60PD-16OSFB/004/PD,Brassard Buro,0.0
zero_value,E60PD-16OSFB/005/PD,Rubanco,0.0
zero_value,E60PD-16OSFB/006/PD,Shaver Business Products,0.0
zero_value,E60PD-16OSFB/007/PD,Thibo Produits De Bureau,0.0
zero_value,E60PD-16OSFB/008/PD,Art Woods Office Supplies 1998,0.0
zero_value,E60PD-16OSFB/009/PD,Hbi Office Plus,0.0
zero_value,E60PD-16OSFB/010/PD,Office Central,0.0
zero_value,E60PD-16OSFB/011/PD,Central Office Equipment,0.0
zero_value,E60PD-16OSFB/012/PD,Covey Basics,0.0
zero_value,E60PD-16OSFB/013/PD,Connorsbasics,0.0
zero_value,E60PD-17PAPR/001/PD,Staples Advantage A Division Of Corporate Express,0.0
zero_value,E60PD-17PAPR/002/PD,Grand And Toy,0.0
zero_value,E60PD-17PAPR/003/PD,Ahjigo,0.0
zero_value,E60PD-19PAPR/001/PD,Staples Advantage A Division Of Corporate Express,0.0
zero_value,E60PD-19PAPR/002/PD,Totem Offisource,0.0
zero_value,E60PQ-15PAPR/001/PQ,Grand And Toy,0.0
zero_value,E60PQ-15PAPR/002/PQ,Staples Advantage A Division Of Corporate Express,0.0
zero_value,E60PQ-15PAPR/003/PQ,Totem Offisource,0.0
zero_value,G9292-230158/001/PD,Acme Visible Filing Systems,0.0
zero_value,E60PD-17FITN/001/PD,Bh North America,0.0
zero_value,E60PD-17FITN/002/PD,Fdf Group,0.0
zero_value,E60PD-17FITN/003/PD,Fitness West,0.0
zero_value,W0106-16J103/001/MTA,Felix Technology,0.0
zero_value,W0113-21JP01/001/KIN,Grand And Toy,0.0
zero_value,E60HS-10PACK/001/HS,Induspac Packaging Group Groupe Induspac Emballage,0.0
zero_value,G9292-178624/001/HS,Icon Integrated Solutions,0.0
zero_value,21120-203560/001/PD,Plascon Packaging,0.0
zero_value,E60HS-100BOX/001/HS,Loeb Packaging,0.0
zero_value,W3474-200571/001/TOR,Norseman,0.0
zero_value,W8485-130697/001/HS,Steven Industries,0.0
zero_value,F7047-190087/001/ERD,Felix Technology,0.0
zero_value,W8476-10BB02/001/HS,Cmc Currie Maritime,0.0
zero_value,W8486-16SK01/001/HS,Amcan Technologies,0.0
zero_value,W0113-21NF03/001/KIN,Sysco Food Services Of Toronto,0.0
zero_value,W8486-122119/001/HS,Tempo Aerospace,0.0
zero_value,21C11-151005/001/KIN,Victor Innovatex,0.0
zero_value,21C31-203587/001/PR,Supply Line,0.0
zero_value,21C31-205451/001/PR,Super Channel International,0.0
zero_value,21C31-221115/001/PR,Flex Knit,0.0
zero_value,21C31-224457/001/PR,Super Channel International,0.0
zero_value,21C31-202805/001/PR,Fine Cotton Factory,0.0
zero_value,21C31-224494/001/PR,Elite Textile Trading,0.0
zero_value,21C40-207907/001/PR,Victor Innovatex,0.0
zero_value,21C81-203256/001/PR,Rauay Trading,0.0
zero_value,21120-187067/001/KIN,Flex Knit,0.0
zero_value,21C81-203612/001/PR,H K K International,0.0
zero_value,21C11-224699/001/PR,Stedfast,0.0
zero_value,21C31-204565/001/PR,Supply Line,0.0
zero_value,E60PR-150004/001/PR,Drapeaux Et Bannieres Letendard,0.0
zero_value,E60PR-160002/001/PR,Drapeaux Et Bannieres Letendard,0.0
zero_value,E6MON-16PQEP/001/MTR,Les Aliments Marina,0.0
zero_value,E6MON-16PQEP/002/MTR,Alex Coulombe,0.0
zero_value,E6MON-16PQEP/003/MTR,Gfs Quebec,0.0
zero_value,E6MON-16PQEP/004/MTR,Colabor Distributeur Alimentaire,0.0
zero_value,E6MON-16PQEP/005/MTR,Beaudry And Cadrin,0.0
zero_value,E6MON-16PQEP/006/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-16PQEP/007/MTR,Distribution Bertrand,0.0
zero_value,E6MON-16PQEP/008/MTR,Gfs Quebec,0.0
zero_value,E6MON-16PQEP/009/MTR,Ben Deshaies,0.0
zero_value,E6MON-16PQEP/010/MTR,Les Aliments Marina,0.0
zero_value,E6MON-16PQEP/011/MTR,Jb Cadrin Division Beaudry And Cadrin,0.0
zero_value,E6MON-16PQEP/012/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-17PQEP/001/MTR,Les Aliments Marina,0.0
zero_value,E6MON-17PQEP/002/MTR,Distribution Bertrand,0.0
zero_value,E6MON-17PQEP/003/MTR,Gfs Quebec,0.0
zero_value,E6MON-17PQEP/004/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-17PQEP/005/MTR,Beaudry And Cadrin,0.0
zero_value,E6MON-17PQEP/006/MTR,Ben Deshaies,0.0
zero_value,E6MON-17PQEP/009/MTR,Distribution Bertrand,0.0
zero_value,E6MON-17PQEP/010/MTR,Gfs Quebec,0.0
zero_value,E6MON-17PQEP/011/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-17PQEP/012/MTR,Beaudry And Cadrin,0.0
zero_value,E6MON-17PQEP/007/MTR,Les Aliments Marina,0.0
zero_value,E6MON-17PQEP/008/MTR,Alimentation Boeuf Rouge,0.0
zero_value,W0134-11R087/001/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0134-15R002/001/EDM,Gfs Edmonton,0.0
zero_value,W0134-15R002/002/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W168E-11FS07/002/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0113-17B003/001/TOR,Bread,0.0
zero_value,E6MON-18PQB0/001/MTR,Boulangerie Gadoua,0.0
zero_value,E6MON-19PQBO/001/MTR,Boulangerie Gadoua,0.0
zero_value,E6MON-20PQBO/001/MTR,Boulangerie Gadoua,0.0
zero_value,E6MON-20PQBO/002/MTR,Sysco Grand Montreal,0.0
zero_value,E6MON-21PQBO/001/MTR,Boulangeries Weston Quebec,0.0
zero_value,E6MON-22PQBO/001/MTR,Wonder Brands,0.0
zero_value,E6MON-22PQBO/002/MTR,Wonder Brands,0.0
zero_value,21401-175028/001/KIN,Findlay Foods Kingston,0.0
zero_value,21532-110003/001/EDM,Grocery People,0.0
zero_value,E6MON-16PQBO/001/MTR,Boulangerie Bread,0.0
zero_value,E6MON-16PQBO/002/MTR,Boulangerie Gadoua,0.0
zero_value,E6MON-17PQBO/001/MTR,Boulangerie Gadoua,0.0
zero_value,E6MON-17PQBO/002/MTR,Boulangerie Bread,0.0
zero_value,E6MON-18PQEP/001/MTR,Gfs Quebec,0.0
zero_value,E6MON-18PQEP/002/MTR,Distribution Bertrand,0.0
zero_value,E6MON-18PQEP/003/MTR,Les Aliments Marina,0.0
zero_value,E6MON-18PQEP/004/MTR,Ben Deshaies,0.0
zero_value,E6MON-18PQEP/005/MTR,Alimentation Boeuf Rouge,0.0
zero_value,21537-11ST55/002/CAL,Gfs Calgary,0.0
zero_value,E6MON-18PQEP/009/MTR,Gfs Quebec,0.0
zero_value,E6MON-18PQEP/010/MTR,Beaudry And Cadrin,0.0
zero_value,E6MON-18PQEP/011/MTR,Alimentation Boeuf Rouge,0.0
zero_value,E6MON-18PQEP/012/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-18PQEP/013/MTR,Les Aliments Marina,0.0
zero_value,E6MON-18PQEP/014/MTR,Ben Deshaies,0.0
zero_value,E6MON-18PQEP/006/MTR,Beaudry And Cadrin,0.0
zero_value,E6MON-18PQEP/007/MTR,Viandes Superieures Enr,0.0
zero_value,E6MON-18PQEP/008/MTR,Gfs Montreal,0.0
zero_value,W6399-160325/001/PD,Tannis Food Distributors,0.0
zero_value,21201-233951/001/MCT,Frito Lay,0.0
zero_value,21532-110006/001/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,51307-141405/002/MTR,Les Aliments Marina,0.0
zero_value,W0118-110005/004/WPG,Pratts Wholesale,0.0
zero_value,W0134-11R088/001/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W168E-10FS35/003/EDM,Grocery People,0.0
zero_value,21401-215333/002/KIN,1824187 Ontario,0.0
zero_value,21401-215333/003/KIN,Sepha Foods,0.0
zero_value,E6MON-16PQKO/001/MTR,Sepha Foods,0.0
zero_value,E6MON-16PQKO/002/MTR,9124 5464 Quebec,0.0
zero_value,E6MON-17PQKO/001/MTR,9124 5464 Quebec,0.0
zero_value,E6MON-17PQKO/002/MTR,9124 5464 Quebec,0.0
zero_value,E6MON-18PQKO/001/MTR,Beso Montreal,0.0
zero_value,E6MON-18PQKO/002/MTR,La Renaissance Gourmet,0.0
zero_value,E6MON-18PQKO/003/MTR,Beso Montreal,0.0
zero_value,E6MON-19PQKO/002/MTR,Beso Montreal,0.0
zero_value,E6MON-21PQKO/001/MTR,Beso Montreal,0.0
zero_value,E6MON-21PQKO/002/MTR,Beso Montreal,0.0
zero_value,E6MON-22PQKO/001/MTR,Beso Montreal,0.0
zero_value,E6MON-22PQKO/002/MTR,Beso Montreal,0.0
zero_value,E6MON-22PQKO/003/MTR,Beso Montreal,0.0
zero_value,C1111-190072/001/HS,La Glace Frontenac Rive Sud,0.0
zero_value,W0113-20BAD2/001/KIN,Trevi Fountain Services,0.0
zero_value,W168E-11FS06/001/EDM,Gfs Edmonton,0.0
zero_value,W168E-11FS06/002/EDM,Sysco Food Services Of Edmonton,0.0
zero_value,W0002-17DC01/001/PD,Sysco Central Ontario,0.0
zero_value,W0002-17DC01/002/PD,Capital Meat,0.0
zero_value,W0002-17DC01/003/PD,Tannis Food Distributors,0.0
zero_value,W0002-17DC01/004/PD,Sysco Central Ontario,0.0
zero_value,W0002-17DC01/005/PD,Tannis Food Distributors,0.0
zero_value,W0002-17DC01/006/PD,Sysco Central Ontario,0.0
zero_value,W0002-17DC01/007/PD,Bread,0.0
zero_value,W6399-17JB92/001/PD,Sysco Central Ontario,0.0
zero_value,W6399-17JB92/002/PD,Sysco Central Ontario,0.0
zero_value,W6399-17JB92/003/PD,Tannis Food Distributors,0.0
zero_value,W6399-17JB92/004/PD,Tannis Food Distributors,0.0
zero_value,W8484-219775/001/PD,Chef Brandz,0.0
zero_value,W8486-196050/001/PD,Action Meals,0.0
zero_value,W0125-18SK08/001/KIN,Excel Prix Grossiste En Alimentation,0.0
zero_value,E6MON-16PQPR/001/MTR,Les Aliments Lbc,0.0
zero_value,E6MON-16PQPR/002/MTR,Optimum Solutions,0.0
zero_value,E6MON-16PQPR/003/MTR,Les Aliments Lbc,0.0
zero_value,E6MON-16PQPR/004/MTR,Excel Prix Grossiste En Alimentation,0.0
zero_value,E6MON-17PQPR/002/MTR,Les Aliments Lbc,0.0
zero_value,E6MON-17PQPR/003/MTR,Excel Prix Grossiste En Alimentation,0.0
zero_value,E6MON-17PQPR/004/MTR,Les Aliments Lbc,0.0
zero_value,E6MON-18PQPR/001/MTR,Les Aliments Lbc,0.0
zero_value,E6MON-18PQPR/002/MTR,Excel Prix Grossiste En Alimentation,0.0
zero_value,E6MON-18PQPR/003/MTR,Excel Prix Grossiste En Alimentation,0.0
zero_value,E6MON-19PQPR/001/MTR,Excel Prix Grossiste En Alimentation,0.0
zero_value,E6MON-20PQKO/001/MTR,Beso Montreal,0.0
zero_value,E6MON-20PQKO/002/MTR,Beso Montreal,0.0
zero_value,E6MON-21PQPR/002/MTR,Cuisine Karo,0.0
zero_value,E6MON-21PQPR/003/MTR,Phoenix Food Service,0.0
zero_value,E6MON-22PQPR/001/MTR,Phoenix Food Service,0.0
zero_value,E6MON-22PQPR/002/MTR,Phoenix Food Service,0.0
zero_value,E6MON-22PQPR/003/MTR,Phoenix Food Service,0.0
zero_value,E6MON-20PQPR/001/MTR,Phoenix Food Service,0.0
zero_value,E6MON-20PQPR/002/MTR,Phoenix Food Service,0.0
zero_value,E6MON-20PQPR/003/MTR,10167819,0.0
zero_value,E6MON-21PQPR/001/MTR,Phoenix Food Service,0.0
zero_value,E6MON-17PQPR/001/MTR,Excel Prix Grossiste En Alimentation,0.0
zero_value,5P423-126286/002/CAL,Medicine Lodge Timber Products,0.0
zero_value,21C31-205954/001/PR,Supersox Knit Industries Supertex Woven Industries,0.0
zero_value,21C31-205954/002/PR,Ayk International,0.0
zero_value,E60PR-19SBTH/001/PR,Rampart International,0.0
zero_value,W0002-17DC08/001/PD,Tannis Food Distributors,0.0
zero_value,W0002-17DC08/002/PD,Findlay Foods Kingston,0.0
zero_value,W0114-18PS80/001/KIN,Findlay Foods Kingston,0.0
zero_value,W0114-18PS80/002/KIN,Sysco Central Ontario,0.0
zero_value,W0125-18SK04/001/TOR,Sysco Central Ontario,0.0
zero_value,W0142-11A045/003/CAL,Medicine Hat Wholesale Foods,0.0
zero_value,W168E-10FS42/001/EDM,Grocery People,0.0
zero_value,W6399-180397/001/PD,Findlay Foods Kingston,0.0
zero_value,W6399-180397/002/PD,Tannis Food Distributors,0.0
zero_value,W6399-180397/003/PD,Tannis Food Distributors,0.0
zero_value,W6399-180397/004/PD,Tannis Food Distributors,0.0
zero_value,E6TOR-21RM12/001/TOR,Bread,0.0
zero_value,W0002-18DC10/001/PD,Lanthier Bakery Boulangerie Lanthier,0.0
zero_value,5FB0A-12D049/001/HL,Woodwards Oil,0.0
zero_value,5FB0A-12D052/001/HL,Flight Fuels,0.0
zero_value,21C31-130002/001/MTA,Stadacona,0.0
zero_value,21C31-153501/001/HS,Samuel And Fils And Cie Quebec,0.0
zero_value,21C21-193160/001/HS,Felix Technology,0.0
zero_value,W2037-180034/001/TOR,Kawartha Metals,0.0
zero_value,5P029-140602/001/HS,Behrends Bronze,0.0
zero_value,5P029-180795/001/HS,Behrends Bronze,0.0
zero_value,5P046-120453/001/HS,Riverside Brass And Aluminum Foundry,0.0
zero_value,E60HS-10SIGN/001/HS,Jim Pattison Industries,0.0
zero_value,24062-120219/001/HS,Spectrum Promotional Marketing,0.0
zero_value,5FB0A-10B553/001/BB,Drs Technologies,0.0
zero_value,5FB0A-10C588/001/BY,Orenda Aerospace,0.0
zero_value,5FB0A-11W028/001/QD,Ultra Electronics Tactical Communication Systems,0.0
zero_value,5FB0A-11Q029/001/BY,Elcan Optical Technologies,0.0
zero_value,5FB0A-12J704/001/BY,Cmc Electronics Cmc Electronique,0.0
zero_value,T4005-160026/001/PWL,Aecom,0.0
zero_value,W010A-20A001/001/HAL,Sca Shipping Consultants Associated,0.0
zero_value,EN578-160519/001/ZQ,Aet Group,0.0
zero_value,EN578-160519/002/ZQ,Option Qualite A V O Enr,0.0
zero_value,EN578-160519/003/ZQ,Cqm,0.0
zero_value,EN578-160519/004/ZQ,Orion Quality System Consultants,0.0
zero_value,EN578-160519/005/ZQ,Sc Enterprises,0.0
zero_value,EN578-160519/006/ZQ,Snc Lavalin,0.0
zero_value,EN578-160519/007/ZQ,Tavares Group Consulting,0.0
zero_value,EN578-101184/001/ZG,Tavares Group Consulting,0.0
zero_value,EN578-101184/002/ZG,Aet Group,0.0
zero_value,EN578-101184/003/ZG,Thomas Donoghue,0.0
zero_value,EN578-101184/004/ZG,Quality Food Safety Consulting,0.0
zero_value,EN578-101184/005/ZG,Sc Enterprises,0.0
zero_value,EN578-101184/006/ZG,James D Mclarty,0.0
zero_value,EN578-101184/007/ZG,Kbm Resources Group,0.0
zero_value,EN578-101184/008/ZG,Strategies For Environment,0.0
zero_value,EN578-101184/009/ZG,Blended Visions Group,0.0
zero_value,EN578-101184/010/ZG,Esi Technology Solutions,0.0
zero_value,EN578-101184/012/ZG,Kd And Associates,0.0
zero_value,EN578-110519/001/ZG,Aet Group,0.0
zero_value,EN578-101184/011/ZG,Timothy Moher,0.0
zero_value,EN578-101184/013/ZG,Jacques Whitford Stantec Jacques Whitford Stantec,0.0
zero_value,EN578-110519/002/ZG,Amiri Food Industry Support Services,0.0
zero_value,EN578-110519/003/ZG,Blended Visions Group,0.0
zero_value,EN578-110519/004/ZG,Cqm,0.0
zero_value,EN578-110519/005/ZG,James D Mclarty,0.0
zero_value,EN578-110519/006/ZG,Orion Quality System Consultants,0.0
zero_value,EN578-110519/007/ZG,Sc Enterprises,0.0
zero_value,EN578-110519/008/ZG,Environnement,0.0
zero_value,EN578-110519/009/ZG,Timothy Moher,0.0
zero_value,EN578-160519/008/ZQ,Tavares Group Consulting,0.0
zero_value,E60ZN-110001/001/ZN,Tiree,0.0
zero_value,E60ZN-110001/002/ZN,Aim Group,0.0
